sub,eeg,cond,per,ocular,muscle
2,45.4560280565066,0,18.8187507175358,21.6570020406385,17.3996250559845
2,46.6040913482295,0,18.7791777812899,23.708474291326,16.3145295262719
2,48.3125531588475,0,19.8957806380429,21.8201105722389,18.9336156709449
2,44.0662555907344,1,19.5245796451966,27.1474980753661,15.7131204301118
2,45.8247106602316,1,19.3845065196919,25.8596884786713,16.1469155402021
2,46.9876664149038,1,20.3500550021624,23.9495918711113,18.5502865676879
2,47.3664959209627,0,26.960994599771,28.4221687757495,26.2304075117817
2,51.2064796926305,1,23.5943594206683,27.0424302977187,21.8703239821431
2,49.8136643157951,0,24.7954141848194,29.9911363349252,22.1975531097664
2,46.5615549574293,1,25.8009380008124,28.2775201867688,24.5626469078342
2,49.6610452711981,1,20.1275642214927,22.0792256475001,19.1517335084889
2,47.4722676020403,0,23.0002182050819,21.7666454826126,23.6170045663166
2,45.5771856321127,1,20.9986968409603,22.3765911770877,20.3097496728966
2,49.6684279280074,0,21.622426612167,24.574601546153,20.146339145174
2,45.5258814450927,1,20.5558663865365,27.5994777725385,17.0340606935355
2,48.8532910967395,1,22.6700483865047,24.4416628722505,21.7842411436318
2,43.7585934790237,0,19.2566457367867,20.8825535014498,18.4436918544551
2,46.9677540193036,1,19.2146641755811,21.5237392796577,18.0601266235428
2,45.2651049952193,0,22.7098804282345,26.3038788644824,20.9128812101105
2,46.2287951085761,0,22.5403737673068,28.6545633069273,19.4832789974966
2,42.7855672166441,0,21.8832635936298,22.501159184423,21.5743157982332
2,44.7603307556435,1,24.0050161840815,24.4386633938561,23.7881925791942
2,44.0721837785319,1,24.3054942195902,24.8072222393499,24.0546302097104
2,54.6343070828458,1,22.6311190618313,23.9312119888704,21.9810725983117
2,49.7509612517612,1,22.392600309904,21.2610501713397,22.9583753791861
2,47.5941618113099,1,20.7455669207136,25.3616970930978,18.4375018345216
2,55.3685520309236,0,23.5718798934654,26.596022131365,22.0598087745156
2,48.5906367564537,0,22.7879185148796,30.2533380796496,19.0552087324946
2,57.3036901220604,1,26.2880818750178,27.3910394096726,25.7366031076905
2,53.7817565042977,1,30.4265139228786,35.132535742335,28.0735030131504
2,48.6552884191943,0,19.6261744270953,21.9070533788076,18.4857349512392
2,50.7491991145758,0,21.9329998878163,20.5779759889096,22.6105118372697
2,43.543784752753,0,20.7049520127434,25.800657104853,18.1570994666886
2,48.6554276810555,1,19.5229114990633,22.6529656494518,17.957884423869
2,47.6293968777746,1,19.3365521803689,20.5234127779866,18.7431218815601
2,44.9234736025486,1,20.4446927181018,23.2047232604344,19.0646774469355
2,51.1578430501579,0,18.9784477971259,19.2814536537915,18.8269448687931
3,52.8584656622466,0,24.9213598586175,28.8861405890448,22.9389694934038
3,43.7142515456489,0,19.8444716008765,24.4312175979447,17.5510986023423
3,45.1279557509704,0,32.2043874132778,36.1456811448302,30.2337405475016
3,49.9513606385515,1,27.5466262935146,27.2981583874598,27.670860246542
3,52.3976699462053,0,19.9549817430319,25.7782536411054,17.0433457939952
3,48.1975867554367,0,26.4730983148055,31.6133563768837,23.9029692837664
3,59.7891289137868,0,25.7390462584868,20.532982299581,28.3420782379397
3,51.8939096630469,0,21.1061632578148,25.8527626198212,18.7328635768117
3,51.4861370098093,1,24.4691786955498,26.6504141967702,23.3785609449395
3,48.5325795808801,1,23.5708986746286,26.098982650773,22.3068566865564
3,50.5469301294135,0,25.4343933754202,27.8524991003284,24.2253405129662
3,51.5341971627553,1,26.4828740611137,32.3900111323148,23.5293055255131
3,48.5489272355303,0,33.3065821960875,39.2277365839556,30.3460050021535
3,52.3730585263358,1,24.1158000348572,18.5095354669845,26.9189323187936
3,50.4111238649342,0,24.8993922107278,29.5822827118081,22.5579469601877
3,49.8948961667004,0,29.7614447547766,37.75542962336,25.7644523204849
3,49.5606532437448,0,27.4013278147278,28.1360317054593,27.033975869362
3,49.8524118966979,1,24.3993473757349,26.7835072013864,23.2072674629092
3,53.1739889324962,0,33.8332868492126,38.958412797761,31.2707238749383
3,55.902690843183,1,35.7748728629953,36.6456227873187,35.3394979008336
3,53.8592339143159,1,35.5158963815306,37.4889660763598,34.5293615341159
3,48.2683379307045,0,27.8997898528001,27.6971894982892,28.0010900300556
3,56.2735503383916,1,26.1493551163749,26.4177857622158,26.0151397934545
